# calls=1446 tests=485 exit=0
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (2, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (2, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=1 raw=True -> (3, 1, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (5, 2, 0, 0)
tests/test_benchmark_evidence.py::test_hermetic_benchmark_scores_hold_the_committed_floors	n=2 raw=True -> (4, 2, 0, 1)
tests/test_candidate_schema_rejection.py::test_confidence_floor_quarantines_not_rejects	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_episode_with_every_candidate_rejected_completes_cleanly	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_governance_violation_quarantines_not_rejects[property_key]	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_governance_violation_quarantines_not_rejects[reserved_property_key]	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_one_bad_label_does_not_discard_its_sibling_candidates	n=2 raw=True -> (4, 2, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejected_candidate_digest_is_keyed_in_a_protected_scope	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejection_reason_names_the_specific_violation[entity_ref_unpaired]	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejection_reason_names_the_specific_violation[label]	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejection_reason_names_the_specific_violation[pydantic_bounds]	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejection_reason_names_the_specific_violation[relationship_type]	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejection_reason_names_the_specific_violation[scope_mismatch]	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejection_reasons_are_content_free_under_crypto_shred	n=1 raw=True -> (3, 1, 0, 0)
tests/test_candidate_schema_rejection.py::test_rejection_receipt_only_echoes_a_configured_relationship_type	n=0 raw=True -> (1, 0, 0, 0)
tests/test_candidate_schema_rejection.py::test_two_different_violations_in_one_batch_are_receipted_separately	n=1 raw=True -> (3, 1, 0, 0)
tests/test_coherence.py::test_artifact_source_scope_isolation	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_artifact_source_scope_isolation	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_artifact_source_scope_isolation	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_artifact_source_scope_isolation	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_below_escalation_threshold_does_not_trigger_windup	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_coherence_hold_freezes_directive_confidence	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_coherence_hold_freezes_directive_confidence	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_hold_freezes_directive_confidence	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_hold_freezes_directive_confidence	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_hold_freezes_directive_confidence	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_incidents_survive_a_flood_of_other_decisions	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_coherence_incidents_survive_a_flood_of_other_decisions	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_incidents_survive_a_flood_of_other_decisions	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_incidents_survive_a_flood_of_other_decisions	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_runs_as_a_configured_dream_job	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_coherence_runs_as_a_configured_dream_job	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_runs_as_a_configured_dream_job	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_runs_as_a_configured_dream_job	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_scan_is_idempotent_across_runs	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_coherence_scan_is_idempotent_across_runs	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_scan_is_idempotent_across_runs	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_coherence_scan_is_idempotent_across_runs	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_cross_artifact_contradiction_between_memory_and_file	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_escalation_windup_attributed_to_stale_self_authored_skill	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_escalation_windup_attributed_to_stale_self_authored_skill	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_escalation_windup_attributed_to_stale_self_authored_skill	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_escalation_windup_attributed_to_stale_self_authored_skill	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_fresh_governing_artifact_does_not_trigger_windup	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_fresh_governing_artifact_does_not_trigger_windup	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_fresh_governing_artifact_does_not_trigger_windup	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_fresh_governing_artifact_does_not_trigger_windup	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_incident_round_trips_through_audit_log	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_incident_round_trips_through_audit_log	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_incident_round_trips_through_audit_log	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_incident_round_trips_through_audit_log	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_low_confidence_attribution_requests_disambiguation_without_holding_memory	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_low_confidence_attribution_requests_disambiguation_without_holding_memory	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_low_confidence_attribution_requests_disambiguation_without_holding_memory	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_low_confidence_attribution_requests_disambiguation_without_holding_memory	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_no_artifact_sources_yields_no_incidents	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_no_artifact_sources_yields_no_incidents	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_no_artifact_sources_yields_no_incidents	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_no_artifact_sources_yields_no_incidents	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_no_artifact_sources_yields_no_incidents	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_apply_writes_holds_and_records_incidents	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_remediation_apply_writes_holds_and_records_incidents	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_apply_writes_holds_and_records_incidents	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_apply_writes_holds_and_records_incidents	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_deferred_retire_after_hold_only_apply	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_remediation_deferred_retire_after_hold_only_apply	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_deferred_retire_after_hold_only_apply	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_deferred_retire_after_hold_only_apply	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_dry_run_previews_without_writing	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_remediation_dry_run_previews_without_writing	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_dry_run_previews_without_writing	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_dry_run_previews_without_writing	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_never_mutates_read_only_scope	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_remediation_never_mutates_read_only_scope	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_never_mutates_read_only_scope	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_never_mutates_read_only_scope	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_retire_is_opt_in_and_non_destructive	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_remediation_retire_is_opt_in_and_non_destructive	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_retire_is_opt_in_and_non_destructive	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_retire_is_opt_in_and_non_destructive	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (3, 1, 0, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (1, 0, 1, 0)
tests/test_coherence.py::test_remediation_sweeps_all_scopes_and_skips_clean_ones	n=1 raw=False -> (1, 0, 1, 0)
